company,model,year,vehicle_age,mileage,service_issues
Tata,Nexon,2016,8,101463,"Engine Oil Change, Spark Plug Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Harrier,2015,9,147849,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Exhaust System Repair, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Maruti,Alto,2017,7,110087,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Clutch Replacement, Fuel Filter Replacement, Tire Rotation"
Toyota,Camry,2010,14,235231,"Transmission Fluid Change, Suspension Check, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Harrier,2010,14,203795,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wiper Blade Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Tire Rotation"
Tata,Nexon,2017,7,73347,"Spark Plug Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Tata,Safari,2007,17,296922,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Swift,2016,8,94328,"Engine Oil Change, Spark Plug Replacement, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Venue,2010,14,135712,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Air Filter Replacement, Brake Pad Replacement"
Maruti,Swift,2022,2,36172,"Engine Oil Change, Air Filter Replacement, Fuel Filter Replacement, Wiper Blade Replacement"
Honda,WR-V,2011,13,127921,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Timing Belt Replacement"
Hyundai,Tucson,2010,14,165834,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,WagonR,2021,3,34564,"Engine Oil Change, Air Filter Replacement, Battery Replacement"
Maruti,Alto,2019,5,82818,"Transmission Fluid Change, Suspension Check, Fuel Filter Replacement, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Harrier,2010,14,135673,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Glanza,2016,8,82743,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Nexon,2013,11,165892,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Vitara Brezza,2022,2,27244,"Engine Oil Change, Fuel Filter Replacement"
Tata,Harrier,2023,1,15864,"Engine Oil Change, Tire Rotation"
Honda,Accord,2023,1,16629,Engine Oil Change
Hyundai,Creta,2019,5,46895,"Engine Oil Change, Wheel Alignment, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Tata,Tiago,2020,4,51295,"Engine Oil Change, Spark Plug Replacement, Suspension Check, AC Gas Refill, Air Filter Replacement"
Maruti,Dzire,2021,3,39388,"Engine Oil Change, Air Filter Replacement, Battery Replacement"
Honda,CR-V,2022,2,32366,Air Filter Replacement
Tata,Altroz,2022,2,19845,"Engine Oil Change, Wiper Blade Replacement"
Hyundai,Venue,2016,8,123445,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, Wiper Blade Replacement, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Swift,2019,5,49112,"Engine Oil Change, Wheel Alignment, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Tata,Nexon,2020,4,62626,"Engine Oil Change, Spark Plug Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,i10,2009,15,240075,"Engine Oil Change, Wiper Blade Replacement, AC Gas Refill, Battery Replacement"
Tata,Altroz,2012,12,164773,"Transmission Fluid Change, Spark Plug Replacement, Coolant Flush, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Innova,2023,1,13007,Engine Oil Change
Hyundai,Verna,2020,4,44797,"Air Filter Replacement, AC Gas Refill, Wiper Blade Replacement, Battery Replacement"
Honda,Civic,2018,6,100574,"Transmission Fluid Change, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,WR-V,2010,14,122785,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Harrier,2011,13,150469,"Transmission Fluid Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,i10,2012,12,128661,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Timing Belt Replacement, Tire Rotation"
Maruti,Baleno,2023,1,15150,Engine Oil Change
Tata,Tiago,2020,4,36384,"Engine Oil Change, Air Filter Replacement, Tire Rotation, Battery Replacement"
Maruti,Dzire,2014,10,130980,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, AC Gas Refill, Fuel Filter Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,City,2016,8,114785,"Transmission Fluid Change, Engine Oil Change, Clutch Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,i20,2020,4,37107,"Engine Oil Change, Air Filter Replacement, Wiper Blade Replacement, Battery Replacement"
Hyundai,i10,2023,1,16883,"Engine Oil Change, Wheel Alignment, Wiper Blade Replacement"
Honda,Jazz,2018,6,95804,"Transmission Fluid Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Camry,2011,13,111017,"Transmission Fluid Change, Air Filter Replacement, AC Gas Refill, Battery Replacement"
Maruti,Baleno,2012,12,150244,"Transmission Fluid Change, Spark Plug Replacement, Suspension Check, AC Gas Refill, Fuel Filter Replacement, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Venue,2016,8,126778,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Urban Cruiser,2023,1,11033,Engine Oil Change
Hyundai,i10,2021,3,35469,"Suspension Check, Engine Oil Change, Battery Replacement"
Tata,Safari,2015,9,140118,"Engine Oil Change, Wheel Alignment, Suspension Check, Wiper Blade Replacement, Clutch Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Maruti,Alto,2013,11,113626,"Spark Plug Replacement, Suspension Check, Wiper Blade Replacement, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Hyundai,i20,2018,6,104987,"Transmission Fluid Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Maruti,WagonR,2019,5,84829,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Harrier,2014,10,94421,"Transmission Fluid Change, Engine Oil Change, Exhaust System Repair, Wiper Blade Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Alto,2017,7,106180,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Fuel Filter Replacement, Timing Belt Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Maruti,Vitara Brezza,2016,8,109001,"Transmission Fluid Change, Air Filter Replacement, AC Gas Refill, Engine Oil Change"
Toyota,Innova,2010,14,138223,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Hyundai,Tucson,2023,1,10154,"Engine Oil Change, Wheel Alignment, Tire Rotation"
Tata,Tiago,2021,3,23562,"Engine Oil Change, Battery Replacement"
Hyundai,Verna,2021,3,35831,"Engine Oil Change, Wheel Alignment, AC Gas Refill, Battery Replacement, Tire Rotation"
Tata,Altroz,2019,5,52541,"Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement"
Tata,Altroz,2010,14,169333,"Transmission Fluid Change, Engine Oil Change, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Maruti,Vitara Brezza,2020,4,67759,"Engine Oil Change, Spark Plug Replacement, Coolant Flush, Battery Replacement, Fuel Filter Replacement"
Tata,Tiago,2009,15,219405,"Exhaust System Repair, Battery Replacement"
Hyundai,Venue,2010,14,144165,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Tire Rotation"
Hyundai,Venue,2012,12,159664,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wiper Blade Replacement, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Toyota,Urban Cruiser,2022,2,24911,Engine Oil Change
Toyota,Urban Cruiser,2019,5,54795,"Coolant Flush, Engine Oil Change, Clutch Replacement, Timing Belt Replacement"
Tata,Harrier,2020,4,62800,"Engine Oil Change, Spark Plug Replacement, Exhaust System Repair, Coolant Flush, Battery Replacement, Air Filter Replacement"
Tata,Safari,2019,5,73797,"Spark Plug Replacement, Exhaust System Repair, Suspension Check, AC Gas Refill, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Maruti,Vitara Brezza,2012,12,163487,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Suspension Check, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Innova,2014,10,88113,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Tata,Safari,2020,4,61133,"Engine Oil Change, Spark Plug Replacement, Exhaust System Repair, Battery Replacement, Air Filter Replacement"
Honda,Accord,2015,9,156293,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Tire Rotation, Brake Pad Replacement"
Honda,CR-V,2021,3,33617,"Engine Oil Change, Wheel Alignment, Suspension Check, Battery Replacement, Air Filter Replacement"
Maruti,Swift,2016,8,105171,"Transmission Fluid Change, Engine Oil Change, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,CR-V,2023,1,14536,"Engine Oil Change, Wheel Alignment, AC Gas Refill, Tire Rotation"
Toyota,Glanza,2015,9,130625,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Safari,2013,11,119219,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Urban Cruiser,2013,11,118154,"Transmission Fluid Change, AC Gas Refill, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Glanza,2013,11,175493,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Tata,Tiago,2019,5,43789,"Engine Oil Change, Wiper Blade Replacement, AC Gas Refill, Exhaust System Repair"
Tata,Safari,2021,3,38570,"Engine Oil Change, Wheel Alignment, Battery Replacement, Air Filter Replacement, Tire Rotation"
Tata,Tiago,2020,4,36795,"Suspension Check, Wiper Blade Replacement, Engine Oil Change, Battery Replacement"
Honda,CR-V,2021,3,30063,"Engine Oil Change, Air Filter Replacement, Battery Replacement"
Honda,CR-V,2011,13,163426,"Engine Oil Change, Brake Pad Replacement, Clutch Replacement, Battery Replacement"
Tata,Tiago,2014,10,136088,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Exhaust System Repair, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Hyundai,Tucson,2018,6,88989,"Spark Plug Replacement, Suspension Check, Wiper Blade Replacement, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Dzire,2020,4,46847,"Engine Oil Change, AC Gas Refill, Fuel Filter Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Honda,WR-V,2010,14,174440,"Transmission Fluid Change, Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,City,2020,4,59279,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, AC Gas Refill, Coolant Flush, Tire Rotation"
Tata,Safari,2014,10,118159,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Wiper Blade Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Maruti,WagonR,2015,9,102712,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wiper Blade Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Glanza,2020,4,59579,"Engine Oil Change, Wiper Blade Replacement, Coolant Flush, Battery Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,Tucson,2015,9,112475,"Spark Plug Replacement, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Creta,2021,3,53130,"Engine Oil Change, Wiper Blade Replacement, Coolant Flush, Air Filter Replacement, Tire Rotation"
Toyota,Glanza,2016,8,75904,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Clutch Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Urban Cruiser,2013,11,165037,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, AC Gas Refill, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,WagonR,2018,6,85604,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Maruti,WagonR,2011,13,148044,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Battery Replacement, Fuel Filter Replacement"
Tata,Safari,2022,2,21087,"Engine Oil Change, Wheel Alignment, AC Gas Refill"
Honda,City,2020,4,43673,"Air Filter Replacement, Tire Rotation, Wheel Alignment, Battery Replacement"
Maruti,Baleno,2023,1,13958,"Engine Oil Change, Wiper Blade Replacement"
Maruti,WagonR,2017,7,124226,"Engine Oil Change, Wiper Blade Replacement, AC Gas Refill, Fuel Filter Replacement, Coolant Flush, Clutch Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Tiago,2015,9,114339,"Engine Oil Change, Suspension Check, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Camry,2012,12,188790,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Alto,2013,11,151849,"Transmission Fluid Change, Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Fortuner,2005,19,259426,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, Coolant Flush, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Verna,2016,8,60514,"Engine Oil Change, Wheel Alignment, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Toyota,Innova,2017,7,107472,"Engine Oil Change, Spark Plug Replacement, Wiper Blade Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Innova,2010,14,138081,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Hyundai,i20,2018,6,47337,"Engine Oil Change, Wheel Alignment, Suspension Check, Timing Belt Replacement, Air Filter Replacement"
Tata,Nexon,2014,10,92641,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Maruti,Baleno,2020,4,66366,"Coolant Flush, Spark Plug Replacement, Air Filter Replacement"
Hyundai,i20,2022,2,27631,Engine Oil Change
Hyundai,Verna,2017,7,63008,"Engine Oil Change, Spark Plug Replacement, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Tata,Harrier,2015,9,113153,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Exhaust System Repair, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Glanza,2017,7,72890,"Spark Plug Replacement, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Tata,Harrier,2018,6,96158,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Clutch Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Tiago,2015,9,96787,"Transmission Fluid Change, Spark Plug Replacement, Exhaust System Repair, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Tata,Nexon,2020,4,67404,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Battery Replacement"
Toyota,Glanza,2022,2,40301,Engine Oil Change
Hyundai,i20,2022,2,15581,"Engine Oil Change, AC Gas Refill"
Hyundai,Venue,2014,10,136601,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, AC Gas Refill, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Hyundai,Creta,2017,7,104427,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,WR-V,2014,10,141517,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, AC Gas Refill, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Glanza,2010,14,216439,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Timing Belt Replacement, Battery Replacement"
Toyota,Innova,2012,12,170701,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Hyundai,i20,2016,8,140005,"Spark Plug Replacement, Suspension Check, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Dzire,2021,3,44970,"Suspension Check, Air Filter Replacement"
Toyota,Camry,2020,4,55009,"Suspension Check, Air Filter Replacement, Coolant Flush, Wiper Blade Replacement"
Toyota,Glanza,2022,2,21186,Air Filter Replacement
Tata,Tiago,2021,3,53936,"Engine Oil Change, Spark Plug Replacement, AC Gas Refill, Coolant Flush, Battery Replacement, Air Filter Replacement"
Hyundai,Venue,2023,1,12603,Engine Oil Change
Hyundai,Venue,2016,8,139626,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Accord,2022,2,16817,"Engine Oil Change, Wheel Alignment, Tire Rotation"
Maruti,Vitara Brezza,2019,5,42827,"Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,i10,2024,0,7219,Engine Oil Change
Tata,Safari,2022,2,31703,Engine Oil Change
Maruti,Vitara Brezza,2015,9,101984,"Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Toyota,Camry,2014,10,117113,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement"
Maruti,Vitara Brezza,2021,3,44914,"Engine Oil Change, Wheel Alignment, Wiper Blade Replacement"
Maruti,Baleno,2010,14,143118,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, Fuel Filter Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Harrier,2020,4,64572,"Engine Oil Change, Air Filter Replacement, Battery Replacement"
Toyota,Urban Cruiser,2010,14,177703,"Spark Plug Replacement, Wheel Alignment, Suspension Check, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Accord,2013,11,191608,"Spark Plug Replacement, Suspension Check, Wiper Blade Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Dzire,2020,4,38488,"Engine Oil Change, Wheel Alignment, Suspension Check, Air Filter Replacement, Tire Rotation"
Toyota,Fortuner,2010,14,206809,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Maruti,Alto,2018,6,98057,"Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Innova,2017,7,84277,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, AC Gas Refill, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Fortuner,2017,7,91787,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Hyundai,Verna,2022,2,32347,"Engine Oil Change, Air Filter Replacement, AC Gas Refill, Wheel Alignment"
Honda,CR-V,2015,9,123749,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wiper Blade Replacement, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Accord,2023,1,12225,"Engine Oil Change, Wiper Blade Replacement"
Maruti,Vitara Brezza,2005,19,269287,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Wiper Blade Replacement, AC Gas Refill, Clutch Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Innova,2015,9,85272,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, AC Gas Refill, Coolant Flush, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Camry,2014,10,170364,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, Wiper Blade Replacement, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,WagonR,2018,6,57836,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Timing Belt Replacement, Fuel Filter Replacement, Tire Rotation"
Toyota,Fortuner,2016,8,68256,"Engine Oil Change, Spark Plug Replacement, Wiper Blade Replacement, Coolant Flush, Air Filter Replacement"
Toyota,Urban Cruiser,2019,5,62978,"Engine Oil Change, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Battery Replacement, Tire Rotation"
Toyota,Innova,2020,4,45474,"Suspension Check, Air Filter Replacement, Engine Oil Change, Tire Rotation"
Honda,WR-V,2010,14,157016,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Clutch Replacement, Battery Replacement, Air Filter Replacement"
Tata,Nexon,2016,8,108368,"Engine Oil Change, Spark Plug Replacement, Exhaust System Repair, Coolant Flush, Air Filter Replacement, Brake Pad Replacement"
Maruti,Baleno,2014,10,123660,"Transmission Fluid Change, Engine Oil Change, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Accord,2013,11,176871,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, AC Gas Refill, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Honda,City,2014,10,120302,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Maruti,Swift,2017,7,76245,"Engine Oil Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Tata,Harrier,2010,14,189945,"Engine Oil Change, Spark Plug Replacement, Exhaust System Repair, Suspension Check, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Urban Cruiser,2021,3,29285,"Suspension Check, Engine Oil Change, Tire Rotation"
Toyota,Urban Cruiser,2013,11,105424,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Coolant Flush, Battery Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,i20,2022,2,29912,"Engine Oil Change, Wheel Alignment, Wiper Blade Replacement"
Maruti,Alto,2022,2,34936,"Engine Oil Change, AC Gas Refill, Fuel Filter Replacement, Air Filter Replacement, Tire Rotation"
Tata,Nexon,2021,3,24159,"Engine Oil Change, Exhaust System Repair, Suspension Check, Wiper Blade Replacement, Battery Replacement"
Tata,Harrier,2020,4,53706,"Engine Oil Change, Suspension Check, Wiper Blade Replacement, Coolant Flush, Battery Replacement, Air Filter Replacement"
Tata,Tiago,2012,12,174376,"Transmission Fluid Change, Spark Plug Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Fortuner,2017,7,102547,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Wiper Blade Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Tata,Tiago,2013,11,181005,"Engine Oil Change, Spark Plug Replacement, Wiper Blade Replacement, Clutch Replacement, Timing Belt Replacement, Tire Rotation, Brake Pad Replacement"
Honda,Civic,2018,6,97374,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, AC Gas Refill, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Innova,2021,3,42370,"Suspension Check, Engine Oil Change, Battery Replacement"
Honda,Amaze,2015,9,100916,"Transmission Fluid Change, Wheel Alignment, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Honda,Accord,2018,6,76280,"Spark Plug Replacement, Wheel Alignment, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Honda,Civic,2016,8,121117,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, Wiper Blade Replacement, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,i20,2022,2,28211,Engine Oil Change
Toyota,Urban Cruiser,2021,3,30110,"Engine Oil Change, Air Filter Replacement"
Honda,Accord,2019,5,81102,"Engine Oil Change, Spark Plug Replacement, Clutch Replacement, Timing Belt Replacement, Tire Rotation, Brake Pad Replacement"
